chrom,start,end,build_region_index,peak_h1:ezh2
chr14,28635000,28636000,566020,False
chr20,38272000,38273000,1126749,False
chrX,43452000,43453000,2084216,False
chr4,3767000,3768000,1357270,True
chr6,82966000,82967000,1678612,False
chr4,8821000,8822000,1361585,False
chr17,4371000,4372000,754729,False
chr13,57253000,57254000,518648,False
chr13,24872000,24873000,493875,False
chr1,210764000,210765000,151934,False
chr17,79777000,79778000,814530,True
chr18,47473000,47474000,848643,False
chr21,23801000,23802000,1156636,False
chr11,103365000,103366000,360094,False
chr1,217374000,217375000,157308,False
chrX,149802000,149803000,2131707,False
chr4,74197000,74198000,1402024,False
chr9,41498000,41499000,2000579,False
chr1,234456000,234457000,172221,False
chr20,20954000,20955000,1115310,False
chr2,151643000,151644000,1027964,False
chr12,8332000,8333000,392380,False
chr1,211424000,211425000,152463,False
chr1,181493000,181494000,128214,False
chr9,62864000,62865000,2001347,True
chr2,110993000,110994000,999357,False
chr11,62930000,62931000,329146,False
chrX,102545000,102546000,2108115,False
chr1,35151000,35152000,30161,False
chr8,35826000,35827000,1891036,False
chr2,205016000,205017000,1068599,False
chr15,38757000,38758000,638102,False
chr3,186157000,186158000,1343830,False
chr4,102519000,102520000,1422382,False
chr14,101188000,101189000,621851,False
chr5,163927000,163928000,1601756,False
chrX,14110000,14111000,2068020,False
chr3,53210000,53211000,1246785,False
chr12,45433000,45434000,418224,False
chr20,47592000,47593000,1134647,False
chr3,127698000,127699000,1297785,False
chr8,132795000,132796000,1962994,False
chr3,197202000,197203000,1353103,False
chr3,149239000,149240000,1314805,False
chr5,159999000,160000000,1599361,False
chr4,23948000,23949000,1371413,False
chr6,54010000,54011000,1661739,False
chr18,31035000,31036000,837004,False
chr5,136715000,136716000,1580683,False
chrX,98093000,98094000,2106274,False
chr12,109721000,109722000,469068,False
chr15,45322000,45323000,643737,False
chr9,114375000,114376000,2038718,False
chr6,29509000,29510000,1641019,False
chrX,21696000,21697000,2072869,False
chr5,2902000,2903000,1484656,False
chr12,10243000,10244000,393870,False
chr5,167053000,167054000,1603685,False
chr2,136389000,136390000,1017232,False
chr20,4421000,4422000,1102401,False
chr3,88048000,88049000,1271535,False
chr10,98603000,98604000,258846,False
chr3,60999000,61000000,1253104,False
chr3,8860000,8861000,1211164,False
chr1,218329000,218330000,158046,False
chr9,136585000,136586000,2057838,False
chr1,19764000,19765000,16336,False
chr14,65017000,65018000,593011,False
chr16,71976000,71977000,735559,False
chr7,3334000,3335000,1748374,False
chr11,46729000,46730000,321511,False
chr5,94600000,94601000,1549650,False
chr10,72299000,72300000,237528,False
chrX,72727000,72728000,2097153,False
chr4,39573000,39574000,1381508,False
chr17,30365000,30366000,772277,False
chr10,13711000,13712000,195433,False
chr3,71793000,71794000,1261478,False
chr12,18687000,18688000,400239,False
chr14,76886000,76887000,603262,False
chr2,155583000,155584000,1030553,False
chr6,66272000,66273000,1667648,False
chr18,24913000,24914000,832885,False
chr20,61326000,61327000,1146614,False
chr9,78322000,78323000,2009783,False
chrX,105177000,105178000,2109622,False
chr22,19221000,19222000,1177894,False
chr1,222811000,222812000,161833,False
chr6,161183000,161184000,1737676,False
chr18,48463000,48464000,849461,False
chr11,131969000,131970000,382853,False
chr15,29872000,29873000,631989,False
chr11,948000,949000,287953,False
chr10,26560000,26561000,205783,False
chr4,126112000,126113000,1438608,False
chr22,19055000,19056000,1177744,False
chr14,46686000,46687000,578583,False
chr1,239293000,239294000,176289,False
chr10,80552000,80553000,244764,False
chr20,6901000,6902000,1104439,False
chr10,80685000,80686000,244871,False
chrX,153777000,153778000,2134153,False
chr8,93624000,93625000,1931745,False
chr17,18856000,18857000,766545,False
chr6,73647000,73648000,1672483,False
chr7,41919000,41920000,1779053,False
chr16,2513000,2514000,692897,True
chr13,46908000,46909000,511729,False
chr21,45668000,45669000,1174500,False
chr8,24894000,24895000,1882708,False
chr11,117458000,117459000,370993,False
chr14,80055000,80056000,605623,False
chr14,64369000,64370000,592412,False
chr6,124767000,124768000,1707782,False
chr8,75310000,75311000,1919042,False
chr11,26915000,26916000,307356,False
chr12,109499000,109500000,468860,False
chr14,55446000,55447000,585275,False
chr1,15614000,15615000,12689,False
chr22,29144000,29145000,1186428,False
chr19,49927000,49928000,911301,False
chr4,28661000,28662000,1374938,False
chr18,14082000,14083000,828833,False
chr10,45243000,45244000,218003,False
chr9,112057000,112058000,2036671,False
chr1,211249000,211250000,152307,False
chr17,56864000,56865000,793805,False
chr14,65774000,65775000,593685,False
chr14,69490000,69491000,596827,False
chr15,83598000,83599000,675913,False
chr15,64634000,64635000,659057,True
chrX,6461000,6462000,2063145,False
chr20,58098000,58099000,1143836,False
chr5,45401000,45402000,1516356,False
chr11,103551000,103552000,360230,False
chr15,44865000,44866000,643362,False
chr10,7912000,7913000,190795,False
chr13,82158000,82159000,535594,False
chr4,108734000,108735000,1426662,False
chr3,157287000,157288000,1321601,False
chr17,77886000,77887000,812770,False
chr5,15432000,15433000,1494423,False
chrX,69547000,69548000,2095140,False
chr10,52825000,52826000,223342,False
chr11,125900000,125901000,378031,False
chr5,38836000,38837000,1511400,False
chr11,41738000,41739000,317645,False
chr5,51225000,51226000,1517272,False
chr1,11838000,11839000,9797,False
chr2,14275000,14276000,929387,False
chr16,87877000,87878000,748978,False
chr8,80063000,80064000,1922268,False
chr10,75526000,75527000,240470,False
chr2,112084000,112085000,1000191,False
chr14,21849000,21850000,561495,False
chr1,216563000,216564000,156696,False
chr6,35594000,35595000,1646422,False
chr22,41894000,41895000,1197561,False
chr1,244713000,244714000,180731,False
chr2,34717000,34718000,945924,False
chr2,216787000,216788000,1077340,False
chr1,31148000,31149000,26705,False
chr2,41246000,41247000,950890,False
chr8,32276000,32277000,1888788,False
chr1,233437000,233438000,171344,False
chr11,75768000,75769000,340501,True
chr8,132686000,132687000,1962897,False
chr1,60195000,60196000,51679,False
chr10,17263000,17264000,198470,False
chr11,30888000,30889000,310000,False
chr6,27305000,27306000,1639262,False
chr22,44314000,44315000,1199734,False
chr3,23162000,23163000,1222598,False
chr16,73515000,73516000,736873,False
chr13,20489000,20490000,490411,False
chr2,13301000,13302000,928867,False
chr3,48398000,48399000,1242682,False
chr12,97837000,97838000,459289,False
chr2,181472000,181473000,1050877,False
chr11,44962000,44963000,319912,False
chr8,133395000,133396000,1963539,False
chr9,26815000,26816000,1991243,False
chr7,35443000,35444000,1773662,False
chr16,50269000,50270000,719400,False
chr1,12572000,12573000,10480,False
chr19,9873000,9874000,880915,False
chr8,10395000,10396000,1871899,False
chr1,194763000,194764000,138379,False
chr6,154973000,154974000,1732414,False
chr10,27960000,27961000,206946,False
chr9,135490000,135491000,2056806,False
chr2,26128000,26129000,938644,False
chr12,1376000,1377000,386406,False
chr11,127930000,127931000,379536,False
chr8,46976000,46977000,1897648,False
chr18,63667000,63668000,861123,False
chr17,67958000,67959000,804005,False
chr3,56935000,56936000,1249804,False
chr8,29059000,29060000,1886251,False
chr2,85722000,85723000,984496,False
chr2,151745000,151746000,1028049,False
chr3,186097000,186098000,1343774,False
chr13,69944000,69945000,526550,False
chr8,57390000,57391000,1905439,False
chr17,54423000,54424000,791906,False
chr17,4858000,4859000,755171,False
chr2,47892000,47893000,956791,False
chr2,107775000,107776000,997244,False
chr2,126620000,126621000,1009864,False
chr8,98750000,98751000,1936139,False
chr9,87713000,87714000,2017066,False
chr12,21680000,21681000,402447,False
chr1,201871000,201872000,144041,False
chrX,130926000,130927000,2122921,False
chr3,138429000,138430000,1306466,False
chr4,86217000,86218000,1411203,False
chr4,140596000,140597000,1447769,False
chr2,230003000,230004000,1087877,False
chr2,216086000,216087000,1076685,False
chr7,120426000,120427000,1833929,False
chr6,50828000,50829000,1659174,False
chr2,166062000,166063000,1038357,False
chr6,14569000,14570000,1628586,False
chr12,131341000,131342000,487396,False
chr9,629000,630000,1973527,False
chr13,96449000,96450000,545423,False
chr2,165928000,165929000,1038273,False
chr12,86613000,86614000,450354,False
chr6,14857000,14858000,1628864,False
chr2,224498000,224499000,1083784,False
chr10,21231000,21232000,201433,False
chr15,89585000,89586000,680456,False
chrX,122480000,122481000,2118892,False
chr12,99797000,99798000,460714,False
chr2,205320000,205321000,1068814,False
chr5,120678000,120679000,1568026,False
chr15,26291000,26292000,629581,False
chr7,123620000,123621000,1836419,False
chr8,985000,986000,1865906,False
chrX,115238000,115239000,2114920,False
chr13,26889000,26890000,495483,False
chr6,111996000,111997000,1698857,False
chr8,72632000,72633000,1916949,False
chr9,87561000,87562000,2016924,False
chr5,43981000,43982000,1515456,False
chrX,120749000,120750000,2118176,False
chr3,110461000,110462000,1284305,False
chr6,118328000,118329000,1703397,False
chr10,106133000,106134000,265005,False
chr7,37423000,37424000,1775397,False
chr8,944000,945000,1865872,False
chr3,47041000,47042000,1241471,False
chr8,37981000,37982000,1892611,False
chr3,35688000,35689000,1232027,False
chr21,19925000,19926000,1154487,False
chr3,15776000,15777000,1217365,False
chr10,17453000,17454000,198637,True
chr11,104606000,104607000,360939,False
chr20,20612000,20613000,1115017,False
chr7,1724000,1725000,1746871,False
chr1,98021000,98022000,81307,False
chrX,40831000,40832000,2082637,False
chr7,144321000,144322000,1853297,False
chr1,18657000,18658000,15327,False
chr14,28509000,28510000,565946,False
chr8,70372000,70373000,1915310,False
chr7,130230000,130231000,1841498,False
chr9,130383000,130384000,2052084,False
chr13,27427000,27428000,495957,False
chr9,81979000,81980000,2012452,False
chr3,175693000,175694000,1335179,False
chr4,31156000,31157000,1376271,False
chr10,96904000,96905000,257341,False
chr6,45585000,45586000,1655377,False
chr11,34227000,34228000,312768,False
chr11,121485000,121486000,374536,False
chr18,23723000,23724000,831846,False
chr11,128218000,128219000,379742,False
chr2,84075000,84076000,983148,False
chr2,4064000,4065000,921441,False
chr2,132038000,132039000,1013783,True
chr18,67426000,67427000,863226,False
chr8,11958000,11959000,1873258,True
chr20,9308000,9309000,1106203,False
chr12,117712000,117713000,476162,False
chr6,81419000,81420000,1677487,False
chr2,32511000,32512000,944280,False
chr9,36985000,36986000,1998380,True
chr1,64877000,64878000,55724,False
chr7,23580000,23581000,1763689,False
chr10,94930000,94931000,255678,False
chr9,2317000,2318000,1974711,False
chr5,27338000,27339000,1502382,False
chr1,115024000,115025000,93819,False
chr10,65111000,65112000,231843,False
chr18,21263000,21264000,829677,False
chr2,23957000,23958000,936675,False
chr2,158143000,158144000,1032413,False
chr12,56151000,56152000,427571,False
chr11,122505000,122506000,375319,False
chr7,50318000,50319000,1785778,False
chr10,115058000,115059000,271764,False
chr4,81011000,81012000,1407250,False
chr5,55936000,55937000,1520865,False
chr1,147414000,147415000,100377,False
chr6,113225000,113226000,1699815,False
chr9,68978000,68979000,2002623,False
chr5,178002000,178003000,1612977,False
chr5,38664000,38665000,1511241,False
chr1,185484000,185485000,131739,False
chr2,201046000,201047000,1065178,False
chr2,51454000,51455000,959078,False
chr12,71246000,71247000,439639,False
chr7,134662000,134663000,1845461,False
chr8,53902000,53903000,1902772,False
chr1,13981000,13982000,11281,False
chr3,69174000,69175000,1259426,False
chr4,54117000,54118000,1389765,False
chr7,84443000,84444000,1806433,False
chr11,10097000,10098000,295124,False
chr19,15233000,15234000,885559,False
chr7,18184000,18185000,1759373,False
chr9,125468000,125469000,2047550,False
chr2,26933000,26934000,939394,False
chr6,166754000,166755000,1741932,False
chr8,32757000,32758000,1889168,False
chr9,69398000,69399000,2002998,False
chr16,87023000,87024000,748192,False
chr7,70019000,70020000,1795563,False
chr1,2815000,2816000,1901,False
chrX,22223000,22224000,2073276,False
chr7,136465000,136466000,1847003,False
chr2,57004000,57005000,963104,False
chr7,111396000,111397000,1827233,False
chr1,15272000,15273000,12373,True
chr1,55120000,55121000,47379,False
chr1,182411000,182412000,128958,False
chr10,22155000,22156000,202268,False
chr9,20139000,20140000,1987163,False
chr7,120754000,120755000,1834163,False
chr14,41201000,41202000,575578,False
chr1,3357000,3358000,2391,False
chr11,96009000,96010000,355136,False
chr7,75154000,75155000,1799485,False
chr11,114367000,114368000,368504,False
chr9,135643000,135644000,2056943,False
chr1,214500000,214501000,155185,False
chr4,185573000,185574000,1478903,False
chr6,162027000,162028000,1738384,False
chr5,74660000,74661000,1534671,False
chr17,48294000,48295000,787239,False
chr2,228103000,228104000,1086586,False
chr9,134894000,134895000,2056264,False
chr10,12161000,12162000,194034,False
chr2,135118000,135119000,1016135,False
chr19,32475000,32476000,896293,False
chr20,38795000,38796000,1127211,False
chr11,79629000,79630000,343984,False
chr2,49224000,49225000,957852,False
chr5,150047000,150048000,1591680,False
chr20,42771000,42772000,1130352,False
chr21,32035000,32036000,1162719,False
chr3,104496000,104497000,1279909,False
chr3,78524000,78525000,1266079,False
chr8,63103000,63104000,1909758,False
chr3,37686000,37687000,1233593,False
chr17,21087000,21088000,768240,False
chr2,185746000,185747000,1053784,False
chr9,116027000,116028000,2040105,False
chr6,136886000,136887000,1717547,False
chr7,137695000,137696000,1847814,False
chrX,130958000,130959000,2122941,False
chr15,63600000,63601000,658106,False
chr12,62321000,62322000,432011,False
chr2,140578000,140579000,1019851,False
chr5,79369000,79370000,1538632,False
chr4,140376000,140377000,1447621,False
chr1,13693000,13694000,11034,False
chr17,78163000,78164000,813027,False
chr10,125761000,125762000,280760,False
chr13,53065000,53066000,516660,False
chr21,15148000,15149000,1151351,False
chr1,8576000,8577000,6826,False
chr6,29524000,29525000,1641033,False
chr2,113179000,113180000,1001109,False
chr1,19658000,19659000,16239,False
chr16,72739000,72740000,736174,False
chrX,30961000,30962000,2077620,False
chr9,7485000,7486000,1978804,False
chr9,34574000,34575000,1996306,False
chr11,31103000,31104000,310128,False
chr4,185768000,185769000,1479075,False
chr5,93847000,93848000,1549077,False
chr20,42010000,42011000,1129838,False
chr20,2899000,2900000,1101045,False
chr4,174396000,174397000,1471118,False
chr6,145256000,145257000,1724483,False
chrX,47641000,47642000,2087042,False
chr4,97973000,97974000,1419012,False
chr9,6599000,6600000,1978085,False
chr10,85977000,85978000,248270,False
chr7,22232000,22233000,1762490,False
chr6,55351000,55352000,1662659,False
chr8,34161000,34162000,1890088,False
chrX,15481000,15482000,2068738,False
chr2,29105000,29106000,941391,False
chr1,167725000,167726000,116730,False
chr12,98741000,98742000,459984,False
chr6,110428000,110429000,1697407,False
chr8,91645000,91646000,1930251,False
